ACOP,ATM,ATMFCM,ATMRMB,Address,CDM,CHQ,CHQCUT,CS,Code,Disable,HourAMB,HourRemark,HourSat,HourSun,HourWeekdays,Name,Outlet,SDB,SEC,SubDistrict,WM
False,True,False,False,"Shop No. 119, 1/F, Wah Sum Shopping Centre, Wah Sum Estate, 18 Yat Ming Road, Fanling",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Wah Sum Shopping Centre Automated Banking Centre,,False,False,N06,False
False,True,False,False,"First Floor, Wah Ming Shopping Centre, 21 Wah Ming Road, Fanling",True,False,,False,NA,True,Subject to Mall Opening Hours,,,,,Wah Ming Shopping Centre,,False,False,N06,False
True,True,False,False,"9 Luen Hing Street, Luen Wo Market",True,True,5:00pm,True,237,False,"Multi Function ATM : 24-hours <br/>Cheque Deposit Machine : 09:00 - 19:00 (Mon. - Fri.) , 09:00 - 13:00 (Sat.)",Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management / Safe Deposit Box Service,09:00 - 13:00,,09:00 - 17:00,Fanling Branch,BR,True,False,N06,True
False,True,False,True,"1/F, Regentville Shopping Mall, 8 Wo Mun Street, Luen Wo Hui, Fanling",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Regentville Shopping Mall Automated Banking Centre,,False,False,N06,False
False,True,False,False,MTR Tai Wo Station (near Exit A),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tai Wo Station,,False,False,N07,False
False,True,False,False,MTR Tai Po Market Station (near Exit B),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tai Po Market Station,,False,False,N07,False
True,True,False,False,35 Kwong Fuk Road,True,True,5:00pm,True,224,False,"ATM : 24-hours <br/> Cash & Cheque Deposit Machine : 09:00 - 19:00 (Mon. - Fri.) , 09:00 - 13:00 (Sat.)",Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,Tai Po Branch,BR,False,False,N07,True
True,True,False,False,"48 Fortune Plaza, On Chee Road",True,True,5:30pm,True,356,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service / Wealth Management,09:00 - 13:00,,09:00 - 17:00,Tai Po (On Chee Road) Branch,BR,False,False,N07,True
False,True,False,False,"Level1, Zone D, Tai Po Mega Mall",True,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Tai Po Mega Mall,,False,False,N07,False
False,True,False,False,"G/F, Fu Heng Shopping Centre, Tai Po",False,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Fu Heng Shopping Centre,,False,False,N07,False
False,True,False,False,"Room C-P-11C, Central Building, The Hong Kong Institute of Education",False,False,N,False,NA,True,24-hours,,,,,Education University of Hong Kong,,False,False,N07,False
True,True,False,False,"Room 101, John Fulton Centre, The Chinese University of HK",False,False,N,True,290,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,,,09:00 - 17:00,Chinese University Branch,BR,False,False,N08,True
False,True,False,True,"Lee Woo Sing College, Chinese University of Hong Kong<br/>G/F, John Fulton Centre, Chinese University of Hong Kong",True,False,N,False,NA,True,24-hours,,,,,Chinese University of Hong Kong,,False,False,N08,False
False,True,False,True,MTR University Station (near Exit B),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR University Station,,False,False,N08,False
False,True,False,False,"Sport Complex, Hong Kong Sport Institute, 25 Yuen Wo Road, Sha Tin",False,False,,False,NA,True,Subject to Mall Opening Hours,,,,,Hong Kong Sport Institute,,False,False,N08,False
False,True,False,False,MTR Fo Tan Station (near Exit A),False,False,N,False,NA,False,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Fo Tan Station,,False,False,N08,False
False,True,False,False,"Shop 19, 1/F, Shatin Galleria, 18 Shan Mei Street, Fo Tan",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Fo Tan Automated Banking Centre,,False,False,N08,False
False,True,False,False,Shatin Racecourse - Member Stand 2/F<br/>Shatin Racecourse - Members Entrance<br/>Shatin Racecourse - Public Halls<br/>Shatin Communications and Technology Centre,False,False,N,False,NA,True,24-hours,,,,,Shatin Racecourse,,False,False,N08,False
False,True,False,True,MTR Sha Tin Station (near Exit A4) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Sha Tin Station,,False,False,N08,False
True,True,False,True,"Shop 72A-C and 73, Level 3, Lucky Plaza, 1-15 Wang Pok Street",True,False,N,False,941,True,Mon. - Sun. : 11:30 - 19:30,Accounts Opening or Enquiry (Personal) <br/>Know more on iPoint www.hangseng.com/iPoint,11:30 - 19:30,11:30 - 19:30,11:30 - 19:30,Shatin Sales and Service Centre,iPoint,False,False,N08,False
True,True,False,False,"Shop 18, Lucky Plaza, Wang Pok Street",True,True,5:30pm,True,259,False,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management / Securities Service,09:00 - 13:00,,09:00 - 17:00,Shatin Branch,BR,False,True,N08,True
True,True,False,False,"Shop 141-143, Fortune City One",True,True,5:30pm,True,348,True,Subject to Mall Opening Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,Shatin City One Branch,BR,False,False,N08,True
False,True,False,False,"Open space of 1/F, Yu Chui Shopping Centre, Yu Chui Court, Shatin",False,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Yu Chui Shopping Centre,,False,False,N08,False
False,True,False,False,"Shop No. 7 & 9, G/F, Ming Yiu Lau, Jat Min Chuen, Shatin",False,False,N,False,NA,True,24-hours,,,,,Jat Min Chuen (Circle-K),,False,False,N08,False
False,True,False,False,"3/F, Lift Lobby, Teaching Block, The Hang Seng University of Hong Kong, Hang Shin Link, Shatin",True,False,N,False,NA,True,24-hours,,,,,The Hang Seng University of Hong Kong,,False,False,N08,False
False,True,False,False,MTR Tai Wai Station  (near Exit A)<br/>MTR  Tai Wai Station  (paid concourse),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tai Wai Station,,False,False,N08,False
True,True,False,False,33 Tai Wai Road,True,True,5:30pm,True,249,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service / Wealth Management,09:00 - 13:00,,09:00 - 17:00,Tai Wai Branch,BR,False,False,N08,True
False,True,False,False,"18 Fu Kin Street, Tai Wai",False,False,N,False,NA,True,24-hours,,,,,Union Hospital,,False,False,N08,False
False,True,False,True,"Outside Shop Nos. 3230-32, Level 3, MOSTown",True,False,,False,NA,True,Subject to Mall Opening Hours,,,,,MOSTown,,False,False,N08,False
False,True,False,True,"Shop No. 2315, Level 2, MOSTown",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,MOSTown Automated Banking Centre,,False,False,N08,False
False,True,False,False,MTR Ma On Shan Station (Paid concourse),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Ma On Shan Station,,False,False,N08,False
False,True,False,False,"Shop No.213, Level 2",True,False,N,False,NA,False,Subject to Mall Opening Hours,,,,,Ma On Shan Plaza,BR,False,False,N08,False
False,True,False,True,"Ground Floor, Double Cove Place, Lok Wu Sha, Ma On Shan",True,True,5:30pm,False,NA,True,Subject to Mall Opening Hours,,,,,Double Cove Place Automated Banking Centre,,False,False,N08,False
False,True,False,False,"2/F, We Go Mall, 16 Po Tai Street, Ma On Shan, N.T.",True,True,5:30 pm,False,NA,True,Subject to Mall Opening Hours,,,,,We Go Mall,Other,False,False,N08,False
False,True,False,False,MTR Tai Shui Hang Station (Concourse),False,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tai Shui Hang Station,,False,False,N08,False
False,True,False,False,"Shopping Centre, Chevalier Garden, 2 Hang Shun Street, Ma On Shan",False,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Chevalier Garden,,False,False,N08,False
False,True,False,False,"Lobby, G/F, 33 A Kung Kok Street, Ma On Shan",False,False,N,False,NA,True,24-hours,,,,,Shatin Hospital,,False,False,N08,False
False,True,False,True,MTR Shek Mun Station (Paid concourse),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Shek Mun Station,,False,False,N08,False
False,True,False,True,MTR City One Station (near Exit C),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR City One Station,,False,False,N08,False
False,True,False,True,MTR Sha Tin Wai Station (concourse),True,False,N,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Sha Tin Wai Station,,False,False,N08,False
False,True,False,True,MTR Tiu Keng Leng Station (near Exit A1) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tiu Keng Leng Station,,False,False,N09,False
False,True,False,True,MTR Tseung Kwan O Station (near Exit B) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Tseung Kwan O Station,,False,False,N09,False
False,True,False,False,"Back of Shop G59-60, PopCorn 2, 8 Tong Chun Street, Tseung Kwan O",True,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Popcorn Automated Banking Centre,,False,False,N09,False
False,True,False,False,"Kiosk D, 2/F, Tseung Kwan O Plaza",True,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,Tseung Kwan O Plaza,,False,False,N09,False
False,True,False,True,MTR LOHAS Park Station (near Exit C) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR LOHAS Park Station,,False,False,N09,False
False,True,False,True,MTR Hang Hau Station (near Exit B2) (With Voice Navigation ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Hang Hau Station,,False,False,N09,False
True,True,False,False,"Shop 217C, Level 2, East Point City (With Voice Navigation ATM)",True,True,5:30pm,True,766,True,Subject to Mall Opening Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,09:00 - 13:00,,09:00 - 17:00,East Point City Branch,BR,False,False,N09,True
False,True,False,False,"2 Po Ning Lane, Tseung Kwan O",False,False,N,False,NA,True,24-hours,,,,,Tseung Kwan O Hospital,,False,False,N09,False
False,True,True,False,MTR Po Lam Station (near Exit A1) (With Foreign Currency ATM),True,True,6:00pm,False,NA,True,Around 06:00 - midnight 01:00 (Follows Station First/Last Trains Service Hours),,,,,MTR Po Lam Station,,False,False,N09,False
True,True,False,False,"Shop 211, Level 2, Metro City, Phase 1",True,True,5:30 PM,True,204,True,Subject to Mall Opening Hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management / Securities Service,09:00 - 13:00,,09:00 - 17:00,Metro City Branch,BR,False,True,N09,True
False,True,False,False,"ATM 09-10, Level 1, Metro City, Phase II, Tsuen Kwan O (With Voice Navigation ATM)",False,False,N,False,NA,True,Subject to Mall Opening Hours,,,,,MCP Central,,False,False,N09,False
True,True,False,False,HK University of Science & Technology,True,False,N,True,361,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service /  Wealth Management,,,09:00 - 17:00,University of Science & Technology Branch,BR,False,False,N09,True
False,True,False,True,"G/F, Lobby, Academic Concourse, The University of Science & Technology<br/>Atrium, LSK Business Building, The University of Science & Technology",True,False,N,False,NA,True,24-hours,,,,,University of Science & Technology,,False,False,N09,False
True,True,False,True,"Shops UG18, UG19, UG20 & UG21, UG/F, Olympian City 1",True,True,5:30pm,True,939,True,24-hours,Accounts Opening or Enquiry (Personal) / Counter Service / Wealth Management,09:00 - 13:00,,09:00 - 17:00,Olympian City Branch,BR,False,False,K01,True
